Municipality,Last Name,First Name,Affiliation
Barrie,Yun,Young-Hwan,Shining Waters Regional Council - United Church
Barrie,Zorgel,Daniel Vincent,Clergy Support Memorial Church
Barriefield,Bell,Daryl William,East Central Ontario Regional Council - United Church
Barry's Bay,Bird,Michael Allan,The Anglican Church Of Canada Diocese Of Ottawa
Barry's Bay,Burchat,John Nicholas,Roman Catholic Diocese Of Pembroke
Barry's Bay,Cybulski,Norbert J,Roman Catholic Diocese Of Pembroke
Barry's Bay,Graham,Mark Andrew,The Pentecostal Assemblies of Canada Eastern Ontario District
Barry's Bay,Ratajczak,Pawel,Roman Catholic Diocese Of Pembroke
Barwick,Brubacher,Mervin,Conservative Mennonite Of Ontario
Baseline Road,Demaray,Fred Clare,Baptist - Ontario & Quebec
Bath,Coghlan,John Anthony,Anglican Network in Canada
Bath,Currie,Paul G,Eastern Ontario Outaouais Regional Council - United Church
Bath,Hilliard,Beverley Jean,Independent Assemblies Of God International
Bath,Hurst,Muriel Frances,The Association for Education and Evangelism
Bath,Kooy,Steven,Christian Reformed Church In North America
Bath,Sharpe,Sandra J,Bancroft Centre For Awakening Spiritual Growth
Bath,Spurrell,I David,The Pentecostal Assemblies of Canada Eastern Ontario District
Bath,Walmsley,John William,The Anglican Church Of Canada Diocese Of Ontario
Battersea,Darrall,Gordon,Unitarian Universalist Association
Battersea,Ouellette,Roberta Gail,Community Of Christ
Bayfield,Alcock,Gary Macpherson,The Anglican Church of Canada Diocese of Huron
Bayfield,Brent,Julaine Marie,Centre For Spiritual Living Toronto
Bayfield,Clipperton,Lori L,Celebrating Life Ministries
Bayfield,Dolson,Lisa Ida Jean,Presbyterian Church in Canada Presbytery Of Huron - Perth
Bayfield,Feltrin,Elise Anne,Western Ontario Waterways Regional Council - United Church
Bayfield,Gazley,Kenneth Charles,Mennonite Church Eastern Canada
Bayfield,Harrison,Brian F,Baptist
Bayfield,Taylor Morgan,Paula Ann,Christian Church / Church of Christ
Bayfield,Thomson,John R,Evangelical Lutheran Church In Canada Eastern Synod
Bayfield,Zehr,Paul Joseph,Conservative Mennonite Of Ontario
Bayfield ,Gray,Joseph N,Presbyterian Church in Canada Presbytery Of Huron - Perth
Baysville,Aitchison,Scott A,Celebrating Life Ministries
Baysville,Bailey,Keith,Brethren
Baysville,Morrison,Margaret M,The Anglican Church Of Canada Diocese Of Algoma
Baysville,Symmes,Gregory J,The Anglican Church Of Canada Diocese Of Toronto
Beachburg,Agnew,Richard,Fellowship Of Evangelical Baptist Churches
Beachburg,Bromell,Catherine Mariam Margaret,Eastern Ontario Outaouais Regional Council - United Church
Beachburg,Hobbs,Gary E,The Pentecostal Assemblies of Canada Eastern Ontario District
Beachburg,MacPherson,Daryl Colin,The Wesleyan Church of Canada Central Canada District
Beachburg,Wall,James Earl,The Pentecostal Assemblies of Canada Eastern Ontario District
Beachville,Guenther,Peter,Cornerstone Baptist Church
Beamsville,Addison,Kathleen Jean,Horseshoe Falls Regional Council - United Church
Beamsville,Akuffo,Daniel,Christian Spiritual Ministries Inc
Beamsville,Ball,Patricia,Association Of Unity Churches Canada
Beamsville,Bjorkman,Jonathan D,Ministers Network Canada
Beamsville,Borgerson,Laura Jean,Horseshoe Falls Regional Council - United Church
Beamsville,Bowman,Judith Karen,Horseshoe Falls Regional Council - United Church
Beamsville,Brennan,John,Churches Of Christ And Individually As Disciples Of Christ
Beamsville,Broadus,Edwin L,Churches Of Christ And Individually As Disciples Of Christ
Beamsville,Buckingham,Maureen Fay,The Fellowship Of Christian Assemblies
Beamsville,Buckingham,Michael David,The Fellowship Of Christian Assemblies
Beamsville,Bunting,William Harley,Churches of Christ
Beamsville,Bylsma,Douglas L,The Orthodox Presbyterian Church
Beamsville,Calcagno,Shelly D,The Pentecostal Assemblies of Canada Western Ontario District
Beamsville,Cerisano,Martin Dale,The Church of Jesus Christ of Latter-Day Saints
Beamsville,Cripps,Edythe Anne,Celebrating Life Ministries
Beamsville,Deboer,Steven Jack,Christian Reformed Church In North America
Beamsville,Ford,James A,Churches Of Christ And Individually As Disciples Of Christ
Beamsville,Gilliland,Judith Anne,Horseshoe Falls Regional Council - United Church
Beamsville,Gomez,Yajaira Calero,Independent Assemblies Of God International
Beamsville,Graham,Taylor,The Sanctuary Family Centre
Beamsville,Harmon,Ryan Jeffrey,Ministers Network Canada
Beamsville,Hawley,Richard Wayne,Horseshoe Falls Regional Council - United Church
Beamsville,Hussain,Jamie,The Pentecostal Holiness Church
Beamsville,Kennedy,Jeff,Church Of Christ - Grimsby
Beamsville,Kennedy,Peggy Iona,The Pentecostal Assemblies of Canada Western Ontario District
Beamsville,Kirby-Smith,Ian Shaw,Horseshoe Falls Regional Council - United Church
Beamsville,Lwesso,Leonard Mukuninwa,Associated Gospel Churches
Beamsville,Lytle,Angela S,Canadian International Metaphysical Ministry
Beamsville,Lytle,Lori C,Canadian International Metaphysical Ministry
Beamsville,MacLaren,Norman Hayden,The Pentecostal Assemblies of Canada Western Ontario District
Beamsville,Maines,Paul F,Ministers Network Canada
Beamsville,Marchant,Lynne,The Anglican Church Of Canada Diocese Of Niagara
Beamsville,McBay,J Richard,Christian Church of Church of Christ
Beamsville,McMillan,David L,Churches Of Christ And Individually As Disciples Of Christ
Beamsville,Melo,Andrew Jose,Associated Gospel Churches
Beamsville,Middlemiss,Donald C C,Be In Christ Church Of Canada
Beamsville,Mitchell,William Douglas,Horseshoe Falls Regional Council - United Church
Beamsville,Otawa,Carole Brenda,Horseshoe Falls Regional Council - United Church
Beamsville,Parker,Harold H,Christian Church of Church of Christ
Beamsville,Perry,Donald E,Churches Of Christ And Individually As Disciples Of Christ
Beamsville,Perry,Eugene,Church Of Christ (Temple Lot)
Beamsville,Perry,Ralph H,Churches Of Christ And Individually As Disciples Of Christ
Beamsville,Pitt,Valerie,Horseshoe Falls Regional Council - United Church
Beamsville,Power,Edward Keith,Horseshoe Falls Regional Council - United Church
Beamsville,Pritchard,Ronald G,Horseshoe Falls Regional Council - United Church
Beamsville,Rennie,Robert Albert,Horseshoe Falls Regional Council - United Church
Beamsville,Ripley,John Howard,The Anglican Church Of Canada Diocese Of Niagara
Beamsville,Roorda,Darren C,Christian Reformed Church In North America
Beamsville,Sachdeva,Swadesh K,Hinduism
Beamsville,Samdass,James,Foursquare Gospel Church of Canada
Beamsville,Schuringa,Erick John,Christian Reformed Church In North America
Beamsville,Skinner,Debbi,The Community Catholic Church of Canada
Beamsville,Szczepnik,Christopher,Roman Catholic Diocese Of St. Catharines
Beamsville,Teakle,Ruth Dinnick,The Pentecostal Assemblies of Canada Western Ontario District
Beamsville,Timmerman,Samuel F,Churches of Christ
Beamsville,Towler,Robert Charles,The Anglican Church Of Canada Diocese Of Niagara
Beamsville,Walker,Noel C,Tintern Church of Christ
Beamsville,Westbrook,Heather Anne,The Sanctuary Family Centre
Beamsville,Wheeler,William David,Churches Of Christ And Individually As Disciples Of Christ
Beamsville,White,William Alton,Baptist
Beamsville,Wynia,Richard A,Canadian Reformed Church
Beardmore,Sutherland,Clifford James,The Pentecostal Assemblies of Canada Western Ontario District
Bearskin Lake,Kamenawatamin,Genevieve Sheba,The Anglican Church of Canada Diocese of Mishamikoweesh
Bearskin Lake,McKay,Harry A,The Anglican Church Of Canada
Beaumaris,Quattrociocchi,Lynne,Community Of Christ
Beaverton,Daly,Debora M,Divine Light Spiritualist Church
Beaverton,Davis,Steven D,East Central Ontario Regional Council - United Church
Beaverton,Fernandes,Oswin Constancio,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Beaverton,Gibney,Michael,The Free Methodist Church In Canada
Beaverton,McCollum,David Edward,The Anglican Church Of Canada Diocese Of Toronto
Beaverton,McLaughlin,Robert Brent,Evangelical Church Alliance Ministerial Fellowship Of Canada
Beaverton,Millar,Jeannette Anne,East Central Ontario Regional Council - United Church
Beaverton,Parke-Taylor,Geoffrey Howar,The Anglican Church Of Canada
Beaverton,Peasgood,Robin,The Anglican Church Of Canada Diocese Of Toronto
Beckwith,Davidson,Caleb Scott,Ministers Network Canada
Beeton,Bonnyman,Kyle Joseph,Angels of the Earth Interfaith Community
Beeton,Hong,Kyung Sik John,Presbyterian Church in Canada Presbytery Of Oak Ridges
Beeton,James,Patricia A,Shining Waters Regional Council - United Church
Beeton,Lewis,Michael Frank,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Beeton,Magee,Brian David,The Pentecostal Assemblies of Canada Western Ontario District
Beeton,Maw,Graham,Fellowship Of Evangelical Baptist Churches
Beeton ,Good,Timothy G,Ministers Network Canada
Belgrave,Eisen,Bart Benjamin,Christian Reformed Church In North America
Belgrave,Hussey,Eric Dale,Emmanuel Fellowship Inc.
Belgrave,Kim,Eunho,Presbyterian Church in Canada Presbytery Of Grey-Bruce-Maitland
Bell River,Morency,Michael A,The Community Christian Fellowship Church Of Canada
Belle Ewart,Gaitskell,Marilyn Eleanor,Spiritualist Church Of Canada
Belle Ewart,Powell,Brenda Lee,Ministers Network Canada
Belle Ewart,Powell,Robert J,Ministers Network Canada
Belle River,Bastein,Michael,Independent Assemblies Of God International
Belle River,Brisebois,Daryel Dennis,The Pentecostal Assemblies of Canada Western Ontario District
Belle River,Brown,Junior Anthony,Spreading Truth Ministries
Belle River,Carlton,Barbara Ellen,Celebrating Life Ministries
Belle River,Caza,Leslie A,Independent Assemblies Of God International
Belle River,Ciaramitaro,Catherine Anne,Ministers Network Canada
Belle River,Ciaramitaro,Richard,Ministers Network Canada
Belle River,Congram,Charles Norman,Presbyterian Church in Canada Presbytery Of Essex - Kent
Belle River,Edghill-Jones,Deborah Anne,The Community Catholic Church of Canada
Belle River,Frenette,Jacob Andrew,Ministers Network Canada
Belle River,Hamelin,Donald Stanley,Roman Catholic Diocese Of London
Belle River,Henderson,Larry Richard,"The Church of Jesus Christ, Monongahela Pa"
Belle River,Hrytsyk,Peter Theodor,The Ukrainian Catholic Episcopal Corporation of Eastern Canada aka:Ukrainian Catholic Eparchy of Toronto
Belle River,Iacobelli,Michael D,Ministers Network Canada
Belle River,Labonte,Judy,The Gospel Crusade Inc
Belle River,Moir,Walton A,Baptist - Ontario & Quebec
Belle River,Morden,Harold James,The Pentecostal Assemblies of Canada Western Ontario District
Belle River,Muise,Travis Sheldon,Canadian Churches Of God In Christ Dominion Of Canada Inc
Belle River,Pistagnesi,Barbara,Ministers Network Canada
Belle River,Pistagnesi,David C,Ministers Network Canada
Belle River,Rogers,Donald Robert,The Pentecostal Assemblies of Canada Western Ontario District
Belle River,Rutledge,Phillip Evan,Anglican Network in Canada
Belle River,Sanger,Dale,The Pentecostal Assemblies of Canada Western Ontario District
Belle River,Scholl,Louis N,The Lutheran Church Missouri Synod
Belle River,Swiatoschik,Sylvia,Evangelical Lutheran Church In Canada Eastern Synod
Belleville,Baird,Thomas Stephen,Christian Reformed Church In North America
Belleville,Bandura,Anatoliy,Greek Orthodox Archdiocese of Canada
Belleville,Bentley,Edward William Frederick,East Central Ontario Regional Council - United Church
Belleville,Boone,Elaine,Evangelical Lutheran Church In Canada Eastern Synod
Belleville,Broekema,Willem Dirk,Evangelical Church Alliance Ministerial Fellowship Of Canada
Belleville,Brown,Audrey Jean,East Central Ontario Regional Council - United Church
Belleville,Brown,Troy John,United Pentecostal Church International Ontario District
Belleville,Bull,Carl V,The Free Methodist Church In Canada
Belleville,Burgess,Charlotte Anne,Independent Assemblies Of God International
Belleville,Butler,Cindy Joy,Salvation Army
Belleville,Butler,Curtis Floyd,Salvation Army
Belleville,Cameron,Jennifer Lyn,Presbyterian Church in Canada Presbytery Of Kingston
Belleville,Campbell,Ronald K,The Pentecostal Assemblies of Canada Eastern Ontario District
Belleville,Carleton-Petrie,Janet C,The Gospel Crusade Inc
Belleville,Carrol,Rhonda Lou,The Gospel Crusade Inc
Belleville,Clarke,Sarah Angela Naomi,Angels of the Earth Interfaith Community
Belleville,Clifton,Ada,The Anglican Church Of Canada Diocese Of Ontario
Belleville,Covey,George W,Baptist
Belleville,Davidson,Randy E,Third Day Fellowship of Canada Ministry
Belleville,Dickens,Raymond Charles,Baptist - Ontario & Quebec
Belleville,Dowling,Kevin,The Pentecostal Assemblies of Canada Eastern Ontario District
Belleville,Durnan,Arthur J,Brethren
Belleville,Fencott,Robert,Roman Catholic Diocese of Kingston
Belleville,Fergusson,Ronald Norman,Brethren
Belleville,Fergusson,Stanley D,Brethren
Belleville,Flindall,Robert Lacey,East Central Ontario Regional Council - United Church
Belleville,Ford,Bradley Charles,The Community Catholic Church of Canada
Belleville,Garland,William,Roman Catholic Diocese of Kingston
Belleville,Gerow,Terry Donald,Fellowship Of Evangelical Baptist Churches
Belleville,Gillis,John Hugh,Roman Catholic Diocese of Kingston
Belleville,Gingrich,Margaret Ruth,The Gospel Crusade Inc
Belleville,Glisky,William Peter,The Community Catholic Church of Canada
Belleville,Gomez,Nolton Andrew,Canadian Christian Ministries
Belleville,Goodwin,Margaret Ann,East Central Ontario Regional Council - United Church
Belleville,Grills,Lisa ,The Community Catholic Church of Canada
Belleville,Hainer,Charles Allen,East Central Ontario Regional Council - United Church
Belleville,Halliwell,Wayne Evans,The Pentecostal Assemblies of Canada Eastern Ontario District
Belleville,Hanoski,Brian,Roman Catholic Diocese of Kingston
Belleville,Harper,Jacqueline Evelyn,East Central Ontario Regional Council - United Church
Belleville,Harrington,Robert James,The Church of Jesus Christ of Latter-Day Saints
Belleville,Harrington,Ross,Brethren
Belleville,Hartin,Joshua Daniel,Emmanuel Fellowship Inc.
Belleville,Henderson,Robert Edward,Baptist
Belleville,Hennessy,Michael Elwood,The Community Christian Fellowship Church Of Canada
Belleville,Hennessy,Valerie,Salvation Army
Belleville,Henshaw,Marc,The Pentecostal Assemblies of Canada Eastern Ontario District
Belleville,Hobbs,Allen Lloyd,East Central Ontario Regional Council - United Church
Belleville,Hokkanen,Veikko Kalervo,The Association for Education and Evangelism
Belleville,Hoskins,Trevor John,The Fellowship Of Christian Assemblies
Belleville,Hurley,Lawrence E,Clergy Support Memorial Church
Belleville,Hymus,Mark,Fellowship Of Evangelical Baptist Churches
Belleville,Joyce,Peter Donald,The Anglican Church Of Canada Diocese Of Ontario
Belleville,Kelly,Karen Elizabeth,The Community Catholic Church of Canada
Belleville,Kennedy,Joseph,Roman Catholic Diocese of Kingston
Belleville,Kennedy,Tracy Julie,Bancroft Centre For Awakening Spiritual Growth
Belleville,Kerr,Steven Alex,Anchor Ministerial Fellowship
Belleville,Kong,Jae Nam,Korean American Presbyterian Church
Belleville,Lahn,Steven,New Apostolic Church Canada
Belleville,Langstaff,Richard,The Association for Education and Evangelism
Belleville,Li,Ping,United Pentecostal Church International Ontario District
Belleville,Lowrie,Mark W,Fellowship Of Evangelical Baptist Churches
Belleville,MacKay,Paul Allan,Celebrating Life Ministries
Belleville,MacLauchlan,Arnold West,United Pentecostal Church International Ontario District
Belleville,Maracle,Barry,Eagle Worldwide Ministries
Belleville,Mason,James Arthur,Kenneth Hagin Ministries of Canada
Belleville,Mason,James Arthur,First Pentecostal Church Of Picton
Belleville,Mason,Janice,Kenneth Hagin Ministries of Canada
Belleville,Matheson,Robert Hugh,East Central Ontario Regional Council - United Church
Belleville,Mayhew,Walter John,East Central Ontario Regional Council - United Church
Belleville,McFaul,Mark,Eagle Worldwide Ministries
Belleville,McLeod,James Maurice Denison,East Central Ontario Regional Council - United Church
Belleville,McMaster,J W David,East Central Ontario Regional Council - United Church
Belleville,McNally,Ryan Johnathan,East Central Ontario Regional Council - United Church
Belleville,McNeil,Roderick Leo,Roman Catholic Diocese of Kingston
Belleville,McTaggart,Sharleen Ann,Salvation Army
Belleville,Merrill,Carol A,Clergy Support Memorial Church
Belleville,Mikkila,Dagmar M,Association Of Unity Churches Canada
Belleville,Mitchell,Charles Morley,Presbyterian Church in Canada Presbytery Of Kingston
Belleville,Mundy,David George Victor,East Central Ontario Regional Council - United Church
Belleville,Oickle,Roderick Lee,Celebrating Life Ministries
Belleville,Prince,William D,Baptist
Belleville,Pryce,Paul,Ministers Network Canada
Belleville,Quick-Macklin,Dorothy Vena Elizabeth,Celebrating Life Ministries
Belleville,Reilly,Barry E,The Pentecostal Assemblies of Canada Eastern Ontario District
Belleville,Robson,David John,The Anglican Church Of Canada Diocese Of Ontario
Belleville,Rolston,Elizabeth J,Religious Society Of Friends (Quakers) Wooler Monthly Meeting
Belleville,Rose,Ernest J,The Anglican Church Of Canada
